Record,Location,X,Y,Longitude,Latitude,Date,Time,Environment,Light,Road_Surface,Traffic_Control,Collision_Location,Collision_Classification,Impact_type,Pedestrian
16-7714,MAPLE GROVE RD btwn LEVECHE WAY & HUNTMAR DR,350228.51409,5016677.08976,-75.92086625790,45.28858024940,2016-08-19,7:15:00 AM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,04 - Sideswipe,0
16-7715,FALLOWFIELD RD @ GREENBANK RD,363081.06633,5016731.67405,-75.75702469670,45.28812312610,2016-08-19,8:04:00 AM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,05 - Turning movement,0
16-7716,HUNT CLUB RD @ RIVERSIDE DR,368035.60531,5021944.40081,-75.69320434310,45.33459810230,2016-08-19,8:20:00 AM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,04 - Sideswipe,0
16-7717,LEIKIN DR btwn BECKSTEAD RD & BILL LEATHEM DR,367088.82135,5017885.64450,-75.70579311520,45.29816266910,2016-08-19,8:45:00 AM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,02 - Non-fatal injury,05 - Turning movement,0
16-7718,PRINCE OF WALES DR btwn HOLBORN AVE & RIDEAU GLEN DR,367454.48771,5017920.77525,-75.70112674150,45.29844625780,2016-08-19,10:57:00 AM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,02 - Non-fatal injury,01 - Approaching,0
16-7719,BRONSON AVE btwn SOMERSET ST W & MACLAREN ST,366987.01553,5030430.46902,-75.70551310040,45.41104751340,2016-08-19,10:57:00 AM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,04 - Sideswipe,0
16-7720,FISHER AVE @ PRINCE OF WALES DR,367161.02298,5023942.51130,-75.70410977930,45.35265499810,2016-08-19,11:06:00 AM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,05 - Turning movement,0
16-7721,MCCORDICK RD @ ROGER STEVENS DR,364687.19375,4998311.16610,-75.73876529050,45.12223846120,2016-08-19,11:14:00 AM,01 - Clear,01 - Daylight,01 - Dry,02 - Stop sign,01 - Functioning,02 - Non-fatal injury,02 - Angle,0
16-7722,GREENBANK RD @ MALVERN DR/FOXFIELD DR,363311.91367,5016194.43330,-75.75414542540,45.28326984700,2016-08-19,11:41:00 AM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,02 - Non-fatal injury,03 - Rear end,0
16-7723,MONTREAL RD btwn MONTGOMERY ST & PALACE ST,369844.14252,5032937.28352,-75.66868390900,45.43334314000,2016-08-19,11:44:00 AM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,02 - Angle,0
16-7724,ALPINE AVE @ CARLING AVE,360496.45746,5024942.73844,-75.78904744060,45.36221600990,2016-08-19,12:09:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,02 - Angle,0
16-7725,BANK ST @ HERON RD,369995.94727,5026851.99675,-75.66754856590,45.37857583540,2016-08-19,3:40:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,05 - Turning movement,0
16-7726,HWY 417 MAITLAND IC126R26/62 @ MAITLAND AVE,363145.23214,5025983.46973,-75.75511634460,45.37136493980,2016-08-19,3:44:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,05 - Turning movement,0
16-7727,RICHMOND RD btwn WINSTON AVE & CHURCHILL AVE N,363143.25169,5028236.66444,-75.75487534900,45.39163903660,2016-08-19,3:45:00 PM,02 - Rain,01 - Daylight,02 - Wet,10 - No control,,03 - P.D. only,02 - Angle,0
16-7728,FALLOWFIELD RD btwn MOODIE DR & HWY416 IC66 RAMP53,359598.57692,5014663.18666,-75.80164491380,45.26979079510,2016-08-19,4:30:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,03 - Rear end,0
16-7729,CARLING AVE @ KIRKWOOD AVE N,364274.64232,5027492.76315,-75.74051682730,45.38485037640,2016-08-19,4:36:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,04 - Sideswipe,0
16-7730,TERRY FOX DR @ PALLADIUM DR/KATIMAVIK RD,351269.71800,5018180.97199,-75.90745252360,45.30204452480,2016-08-18,6:46:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
16-7731,GROSVENOR AVE btwn AYLMER AVE & WOODBINE PL,368455.19155,5028547.80237,-75.68700091260,45.39397587780,2016-08-19,7:48:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,06 - SMV unattended vehicle,0
16-7732,THOMAS A. DOLAN PKWY btwn TORWOOD DR & STONERIDGE RD,346133.09189,5034851.31024,-75.97155262160,45.45236935760,2016-08-19,9:18:00 PM,01 - Clear,07 - Dark,01 - Dry,10 - No control,,03 - P.D. only,07 - SMV other,0
16-7733,ST. JOSEPH BLVD btwn ST. JEAN ST & BELCOURT BLVD,381099.66097,5037284.85163,-75.52417442640,45.47132163660,2016-08-19,10:26:00 PM,01 - Clear,07 - Dark,01 - Dry,10 - No control,,02 - Non-fatal injury,02 - Angle,0
16-7734,KING EDWARD AVE @ ST. PATRICK ST,368248.70130,5032824.00288,-75.68908743910,45.43247046000,2016-08-19,11:27:00 PM,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,,03 - P.D. only,02 - Angle,0
16-7735,MARCH RD btwn SOLANDT RD & STATION RD,350535.51759,5022658.22967,-75.91640052380,45.34238018950,2016-08-20,12:57:00 AM,01 - Clear,07 - Dark,01 - Dry,10 - No control,,03 - P.D. only,03 - Rear end,0
16-7736,FALLOWFIELD RD btwn EAGLESON RD & RICHMOND RD,356896.25181,5013047.62390,-75.83625048520,45.25545900280,2016-08-20,2:25:00 AM,01 - Clear,07 - Dark,01 - Dry,10 - No control,,02 - Non-fatal injury,07 - SMV other,0
16-7737,BANK ST btwn MASON ST & MEADOW DR,377975.42829,5015454.10849,-75.56736032410,45.27523523930,2016-08-20,2:41:00 AM,01 - Clear,07 - Dark,01 - Dry,10 - No control,,02 - Non-fatal injury,06 - SMV unattended vehicle,0
16-7738,LEITRIM RD @ LIMEBANK RD S,369355.91734,5017878.15144,-75.67689067340,45.29789059690,2016-08-20,2:40:00 AM,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,07 - SMV other,0
16-7739,MUNSTER RD btwn FRANKTOWN RD & JOCK TR,350749.24973,5000738.67520,-75.91569884020,45.14512595590,2016-08-20,3:00:00 AM,01 - Clear,07 - Dark,01 - Dry,10 - No control,,03 - P.D. only,07 - SMV other,0
16-7740,ST. PATRICK ST/ST. ANDREW ST @ BEAUSOLEIL DR,368427.26463,5033069.33255,-75.68677381910,45.43466162270,2016-08-20,6:45:00 AM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,02 - Non-fatal injury,07 - SMV other,0
16-7741,GRANGE AVE btwn SPENCER ST & WELLINGTON ST W,364581.20610,5029073.09925,-75.73641092980,45.39904383740,2016-08-11,8:23:00 AM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,06 - SMV unattended vehicle,0
16-7742,FOURTH LINE RD @ PRINCE OF WALES DR,366274.43626,4999562.05806,-75.71843777740,45.13335796610,2016-08-20,9:56:00 AM,01 - Clear,01 - Daylight,01 - Dry,02 - Stop sign,01 - Functioning,02 - Non-fatal injury,02 - Angle,0
16-7743,BRIDLE PATH DR btwn CAROUSEL CRES & ALBION RD,372011.97035,5023711.24256,-75.64223712460,45.35012596420,2016-08-20,10:23:00 AM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,05 - Turning movement,0
16-7744,HUNT CLUB RD @ PAUL ANKA DR,369778.79615,5022896.68719,-75.67084097870,45.34300727610,2016-08-20,11:07:00 AM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
16-7745,RICHMOND RD btwn FRASER AVE & BROADVIEW AVE,362672.88629,5027859.62255,-75.76092628450,45.38828549630,2016-08-20,12:21:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,04 - Sideswipe,0
16-7746,MERIVALE RD @ WEST HUNT CLUB RD,365611.08877,5021943.30141,-75.72413492540,45.33480251570,2016-08-20,12:30:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
16-7747,RIVERSIDE DR @ PLEASANT PARK RD,369561.25100,5028415.42808,-75.67289325200,45.39268340060,2016-08-20,1:08:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
16-7748,GLADSTONE AVE @ O'CONNOR ST,368073.61351,5030658.78924,-75.69160304480,45.41300446720,2016-08-20,1:41:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,04 - Sideswipe,0
16-7749,DATA CENTRE RD @ HERON RD,368941.72500,5026732.80844,-75.68102344290,45.37760071930,2016-08-20,2:25:00 PM,01 - Clear,01 - Daylight,01 - Dry,02 - Stop sign,00 - Unknown,03 - P.D. only,03 - Rear end,0
16-7750,FIFTH AVE @ QUEEN ELIZABETH DRWY,368835.26735,5029657.65315,-75.68200302410,45.40392730310,2016-08-20,5:15:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,07 - SMV other,0
16-7751,RIDGEWOOD AVE @ RIVERSIDE DR,368280.23947,5025610.08933,-75.68961288450,45.36755903460,2016-08-20,5:10:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,07 - SMV other,0
16-7752,BYRON AVE btwn COMPTON AVE & WOODROFFE AVE,361584.27661,5026606.81303,-75.77497150230,45.37710194800,2016-08-20,12:00:00 AM,01 - Clear,00 - Unknown,01 - Dry,10 - No control,,03 - P.D. only,06 - SMV unattended vehicle,0
16-7753,BASELINE RD btwn COLLEGE SQUARE SC & WOODROFFE AVE,362558.25780,5023775.59171,-75.76286755260,45.35154727950,2016-08-20,6:22:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,03 - Rear end,0
16-7754,ST. JOSEPH BLVD @ JEANNE D'ARC BLVD,379861.91438,5036471.58090,-75.54012639710,45.46413858920,2016-08-20,6:59:00 PM,01 - Clear,01 - Daylight,01 - Dry,11 - Roundabout,01 - Functioning,03 - P.D. only,04 - Sideswipe,0
16-7755,CRESTWAY DR @ STRANDHERD DR,366347.13007,5015472.04259,-75.71554848730,45.27651062160,2016-08-20,8:39:00 PM,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,05 - Turning movement,0
16-7756,UPPER DWYER HILL RD btwn CARROLL SIDE RD & MARCH RD,333378.33392,5015047.51329,-76.13576464640,45.27480354360,2016-08-20,9:22:00 PM,01 - Clear,07 - Dark,01 - Dry,10 - No control,,03 - P.D. only,07 - SMV other,0
16-7757,INNES RD @ ORCHARDVIEW AVE/ESPRIT DR,384843.69365,5036560.29176,-75.47641607670,45.46438366560,2016-08-20,9:35:00 PM,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,01 - Functioning,02 - Non-fatal injury,03 - Rear end,0
16-7758,RICHARDSON SIDE RD @ TERRY FOX DR,348803.08600,5019506.07210,-75.93878597800,45.31412702200,2016-08-20,9:38:00 PM,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
16-7759,GREENBANK RD @ VIEWBANK RD,366077.90554,5009752.61094,-75.71968463510,45.22507073210,2016-08-21,3:29:00 AM,"07 - Fog, mist, smoke, dust",07 - Dark,01 - Dry,02 - Stop sign,01 - Functioning,02 - Non-fatal injury,07 - SMV other,0
16-7760,FALLOWFIELD RD btwn KIMINI DR & SHEA RD,353151.94596,5010279.10640,-75.88422236620,45.23081426490,2016-08-21,7:10:00 AM,02 - Rain,01 - Daylight,02 - Wet,10 - No control,,03 - P.D. only,07 - SMV other,0
16-7761,MCLEOD ST @ O'CONNOR ST,368118.71128,5030592.67476,-75.69103541700,45.41240551230,2016-08-21,9:10:00 AM,02 - Rain,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
16-7762,HAWTHORNE RD btwn STEVENAGE DR & HUNT CLUB RD,375501.82235,5026419.04292,-75.59731747210,45.37414635870,2016-08-21,10:45:00 AM,02 - Rain,01 - Daylight,02 - Wet,10 - No control,,03 - P.D. only,04 - Sideswipe,0
16-7763,JEANNE D'ARC BLVD @ ORLEANS BLVD S,380941.25448,5036250.08027,-75.52636035620,45.46202889470,2016-08-21,11:34:00 AM,02 - Rain,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,03 - P.D. only,99 - Other,0
16-7764,BANK ST btwn CHAMBERLAIN AVE S & PRETORIA AVE,368104.71420,5030113.81298,-75.69127572260,45.40809813380,2016-08-20,3:00:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,04 - Sideswipe,0
16-7765,DONALD ST @ ST. LAURENT BLVD,372093.17742,5032472.85264,-75.64000611950,45.42895160370,2016-08-21,12:47:00 PM,02 - Rain,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
16-7766,LYON ST @ SOMERSET ST,367366.88150,5030716.95520,-75.70062412830,45.41359137160,2016-08-21,2:23:00 PM,02 - Rain,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,03 - P.D. only,05 - Turning movement,0
16-7767,CARLING AVE @ PARKDALE AVE,365625.76046,5028173.96769,-75.72318085040,45.39086368600,2016-08-21,3:54:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,02 - Non-fatal injury,02 - Angle,0
16-7768,INNES RD @ JEANNE D'ARC BLVD/MER BLEUE RD,382635.26913,5035569.62409,-75.50480948280,45.45572005210,2016-08-21,3:50:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
16-7769,DEVINE RD @ ROCKDALE RD,394887.65706,5024097.11482,-75.35027763010,45.35103235490,2016-08-21,4:10:00 PM,01 - Clear,01 - Daylight,01 - Dry,02 - Stop sign,01 - Functioning,02 - Non-fatal injury,02 - Angle,0
16-7770,GILMOUR ST @ KENT ST,367615.93607,5030673.48019,-75.69744797580,45.41317788490,2016-08-21,4:33:00 PM,02 - Rain,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,02 - Non-fatal injury,07 - SMV other,1
16-7771,HENNESSY CRES/VARENNES BLVD @ VALIN ST,385176.88309,5037685.75965,-75.47197192300,45.47447127980,2016-08-21,6:14:00 PM,01 - Clear,01 - Daylight,01 - Dry,02 - Stop sign,01 - Functioning,02 - Non-fatal injury,07 - SMV other,1
16-7772,CUMBERLAND ST @ GEORGE ST,368326.55645,5032416.79218,-75.68814503680,45.42879945670,2016-08-21,7:40:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,07 - SMV other,0
16-7773,MONTREAL RD @ ST. LAURENT BLVD,371546.36152,5033816.93608,-75.64681131140,45.44109744510,2016-08-21,8:51:00 PM,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,01 - Functioning,02 - Non-fatal injury,05 - Turning movement,0
16-7774,WOODROFFE AVE @ QUEENSBURY DR/RIDEAUCREST DR,365728.03302,5016328.35679,-75.72333336240,45.28426961840,2016-08-21,9:15:00 PM,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,99 - Other,0
16-7775,BRONSON AVE @ SUNNYSIDE AVE/UNIVERSITY RD - CA,367923.33274,5028090.80821,-75.69385155640,45.38991212050,2016-08-21,10:15:00 PM,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,05 - Turning movement,0
16-7776,GREENBANK RD NB btwn TO BE DETERMINED & HWY417 IC129 RAMP51,360542.34210,5023294.62648,-75.78864760630,45.34738270140,2016-08-21,7:45:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,04 - Sideswipe,0
16-7777,ROCKDALE RD btwn MAGLADRY RD & GOLF COURSE RD,392600.17976,5029780.43506,-75.37845486700,45.40245475390,2016-08-21,10:30:00 PM,01 - Clear,07 - Dark,01 - Dry,10 - No control,,02 - Non-fatal injury,07 - SMV other,0
16-7778,RIDEAU VALLEY DR    N btwn SUTHERLAND DR & MARINA DR,372339.69177,5003430.36237,-75.64081193200,45.16761117710,2016-08-21,10:39:00 PM,01 - Clear,07 - Dark,01 - Dry,10 - No control,,03 - P.D. only,04 - Sideswipe,0
16-7779,PLACE D'ORLEANS DR @ PLACE D'ORLEANS SC S,381501.25284,5037817.15951,-75.51895597060,45.47606690390,2016-08-22,12:06:00 AM,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,02 - Angle,0
16-7780,BANK ST btwn CHAMBERLAIN AVE N/ISABELLA ST & CHAMBERLAIN AVE S,368094.56721,5030135.38767,-75.69140256870,45.40829317380,2016-08-22,2:29:00 AM,01 - Clear,07 - Dark,01 - Dry,10 - No control,,03 - P.D. only,07 - SMV other,0
16-7781,ROSEHILL AVE btwn BURNABY DR & ETESIAN ST,350365.89343,5016336.32692,-75.91914629940,45.28550506620,2016-08-22,7:16:00 AM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,07 - SMV other,0
16-7782,ST. JOSEPH BLVD/OLD MONTREAL RD @ TRIM RD,384682.48769,5039284.78297,-75.47803418160,45.48891447200,2016-08-22,7:33:00 AM,01 - Clear,01 - Daylight,01 - Dry,11 - Roundabout,01 - Functioning,03 - P.D. only,02 - Angle,0
16-7783,JOCKVALE RD btwn BREN-MAUR RD & RIVERSTONE DR,364933.90024,5013860.31933,-75.73375439430,45.26213063350,2016-08-22,8:46:00 AM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,04 - Sideswipe,0
16-7784,GREENBANK RD @ STRANDHERD DR,363932.07747,5014784.14946,-75.74640883950,45.27052820670,2016-08-22,10:28:00 AM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
16-7785,DUNHAM ST btwn CORLISS ST & CLAVER ST,374512.05527,5033622.99012,-75.60893416790,45.43906299530,2016-08-22,6:30:00 AM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,06 - SMV unattended vehicle,0
16-7786,WEST HUNT CLUB RD @ 545 E OF ROYDON PL/SUNDERLAND ST,366353.59494,5022407.95615,-75.71460466980,45.33891866710,2016-08-22,1:23:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,04 - Sideswipe,0
16-7787,LAURIER AVE  E btwn 73 E OF WALLER ST & CUMBERLAND ST,368593.09378,5031944.85214,-75.68480022360,45.42452885000,2016-08-22,1:45:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,04 - Sideswipe,0
16-7788,TERRY FOX DR @ PALLADIUM DR/KATIMAVIK RD,351269.49846,5018181.11658,-75.90745530880,45.30204584050,2016-08-22,2:40:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
16-7789,BANK ST @ HERON RD,369994.64905,5026851.80994,-75.66756516480,45.37857427450,2016-08-22,2:59:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
16-7790,BOOTH ST btwn PROVINCIAL BOUNDARY & 208 N OF MIDDLE ST/E.B. EDDY N,365990.49191,5031513.60338,-75.71810876160,45.42088110400,2016-08-22,3:37:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,02 - Non-fatal injury,05 - Turning movement,0
16-7791,MERIVALE RD/LOTTA AVE @ CLYDE AVE,364523.27945,5024508.43267,-75.73770287700,45.35797669170,2016-08-22,4:44:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
16-7792,ALFRED ST @ MONTFORT ST,370873.10493,5033644.81685,-75.65543940850,45.43961274770,2016-08-22,6:48:00 PM,01 - Clear,01 - Daylight,02 - Wet,02 - Stop sign,01 - Functioning,03 - P.D. only,02 - Angle,0
16-7793,BLOHM DR @ HUNT CLUB RD,375128.64831,5026190.17692,-75.60211395510,45.37212468260,2016-08-22,7:10:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,02 - Non-fatal injury,05 - Turning movement,0
16-7794,CHURCHILL AVE   N btwn PRINCETON AVE & AVONDALE AVE,363497.70398,5027664.00410,-75.75041700110,45.38645671180,2016-08-22,5:45:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,99 - Other,0
16-7795,CYRVILLE RD @ OGILVIE RD,372453.06048,5032006.66749,-75.63547144320,45.42472237310,2016-08-22,7:34:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,02 - Non-fatal injury,07 - SMV other,1
16-7796,MAITLAND AVE btwn AMESBROOKE DR & HENRY FARM DR,363824.08641,5025161.04612,-75.74654853080,45.36390803620,2016-08-22,7:50:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,04 - Sideswipe,0
16-7797,INNES RD @ JEANNE D'ARC BLVD/MER BLEUE RD,382638.14853,5035566.15305,-75.50477322220,45.45568850230,2016-08-22,8:31:00 PM,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
16-7798,BLAIR RD @ INNES RD,375578.73490,5031439.28736,-75.59561531840,45.41930812650,2016-08-22,11:45:00 PM,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
16-7799,KINBURN SIDE RD btwn TIMMINS RD & DOMINION SPRINGS RD,323024.12768,5022557.23925,-76.26745306440,45.34272564330,2016-08-23,7:37:00 AM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,07 - SMV other,0
16-7800,MAPLE GROVE RD @ TERRY FOX DR,351552.00217,5017864.73224,-75.90388306040,45.29918018590,2016-08-23,7:48:00 AM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
16-7801,KENT ST @ SLATER ST,367260.05109,5031252.17302,-75.70192106050,45.41841664100,2016-08-23,8:06:00 AM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
16-7802,WEST HUNT CLUB RD btwn MOODIE DR & HWY416 IC72 RAMP53,358124.33666,5018624.69061,-75.82000554980,45.30555027580,2016-08-23,8:07:00 AM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,07 - SMV other,0
16-7803,HAWTHORNE RD btwn STEVENAGE DR & HUNT CLUB RD,375141.51323,5027301.26407,-75.60179145920,45.38212042310,2016-08-23,8:49:00 AM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,05 - Turning movement,0
16-7804,BESSERER ST btwn DALHOUSIE ST & WALLER ST,368267.63035,5032165.47790,-75.68893040950,45.42654356920,2016-08-23,9:42:00 AM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,04 - Sideswipe,0
16-7805,VANIER PKWY/CRICHTON ST @ BEECHWOOD AVE/ST. PA,369127.77002,5033487.68375,-75.67776684660,45.43836169180,2016-08-23,11:01:00 AM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
16-7806,INDUSTRIAL AVE @ ALTA VISTA DR/SANDFORD FLEMIN,370886.33023,5030557.83774,-75.65568456310,45.41183617550,2016-08-23,11:09:00 AM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
16-7807,ELGIN ST @ QUEEN ST,367804.48296,5031778.91938,-75.69489794660,45.42310731730,2016-08-23,11:37:00 AM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,04 - Sideswipe,0
16-7808,PRINCE OF WALES DR btwn STRANDHERD DR & BARNSTONE DR,367177.70473,5014829.24040,-75.70504413970,45.27065353980,2016-08-22,10:00:00 PM,01 - Clear,07 - Dark,01 - Dry,10 - No control,,03 - P.D. only,04 - Sideswipe,0
16-7809,ANDERSON ST @ PRESTON ST,366360.70230,5030006.84454,-75.71356687100,45.40729122810,2016-08-23,12:13:00 PM,01 - Clear,01 - Daylight,01 - Dry,02 - Stop sign,01 - Functioning,03 - P.D. only,03 - Rear end,0
16-7810,GREENBANK RD @ MARKETPLACE AVE,364008.19361,5014601.88659,-75.74546061580,45.26888179760,2016-08-23,12:36:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,04 - Sideswipe,0
16-7811,CARP RD @ HAZELDEAN RD,348804.57590,5014360.66582,-75.93922343890,45.26782684550,2016-08-23,12:57:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
16-7812,CARLING AVE EB btwn HWY417 IC124 RAMP57 & KIRKWOOD AVE,364292.71613,5027258.64285,-75.74031426390,45.38274226770,2016-08-23,1:18:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,04 - Sideswipe,0
16-7813,CARLING AVE @ MERIVALE RD,364894.04518,5027699.44651,-75.73258268160,45.38665720780,2016-08-23,1:33:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,05 - Turning movement,0
16-7814,TENTH LINE RD @ VANGUARD DR,384071.59133,5035875.34455,-75.48639845720,45.45830918110,2016-08-23,1:35:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,02 - Non-fatal injury,02 - Angle,0
16-7815,TENTH LINE RD @ VANGUARD DR,384073.22244,5035874.33368,-75.48637776750,45.45829990090,2016-08-23,2:00:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,02 - Non-fatal injury,02 - Angle,0
16-7816,SERENITY AVE btwn BALLANTYNE DR & VENUS AVE,385775.36716,5037092.72785,-75.46441623640,45.46906662570,2016-08-23,12:00:00 AM,01 - Clear,00 - Unknown,01 - Dry,10 - No control,,03 - P.D. only,06 - SMV unattended vehicle,0
16-7817,CONROY RD @ DAVIDSON RD N,374572.68055,5023515.77784,-75.60958867110,45.34811717060,2016-08-23,2:15:00 PM,01 - Clear,01 - Daylight,01 - Dry,02 - Stop sign,00 - Unknown,03 - P.D. only,03 - Rear end,0
16-7818,ST. JOSEPH BLVD btwn MAISONNEUVE ST & GABRIEL ST,381480.90326,5037591.51794,-75.51925143040,45.47403900660,2016-08-23,1:00:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,04 - Sideswipe,0
