Record,Location,X,Y,Longitude,Latitude,Date,Time,Environment,Light,Road_Surface,Traffic_Control,Collision_Location,Collision_Classification,Impact_type,Pedestrian
15-8323,SOMERSET ST    W btwn BANK ST & O'CONNOR ST,367710.55876,5030926.01495,-75.69620693670,45.41544161300,2015-08-03,12:45:00 AM,02 - Rain,07 - Dark,02 - Wet,10 - No control,,03 - P.D. only,05 - Turning movement,0
15-8324,MACDONALD-CARTIER BR RAMP NB-1 btwn MACDONALD-CARTIER BR & MACDONALD-C,367603.45624,5033182.28950,-75.69728753700,45.43575244420,2015-08-03,5:58:00 AM,02 - Rain,03 - Dawn,02 - Wet,10 - No control,,03 - P.D. only,04 - Sideswipe,0
15-8325,AVIATION PKWY @ OGILVIE RD,373110.71420,5032376.13515,-75.62701711740,45.42798274680,2015-08-03,9:40:00 AM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,07 - SMV other,0
15-8326,BANK ST @ RIVERSIDE DR S,369303.99638,5027894.19254,-75.67624660440,45.38801723440,2015-08-03,10:21:00 AM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,02 - Angle,0
15-8327,STRANDHERD DR @ CLARIDGE DR,364949.01900,5015380.01372,-75.73337770060,45.27580354200,2015-08-03,11:04:00 AM,02 - Rain,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,02 - Non-fatal injury,02 - Angle,0
15-8328,KANATA AVE/CASTLEFRANK RD @ AIRD PL,351812.00482,5019068.24530,-75.90045390360,45.30999234840,2015-08-03,11:47:00 AM,02 - Rain,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
15-8329,BRANT ST @ DONALD ST,371312.44352,5032382.94656,-75.64999478010,45.42821735180,2015-08-02,3:00:00 PM,01 - Clear,01 - Daylight,01 - Dry,02 - Stop sign,01 - Functioning,03 - P.D. only,02 - Angle,0
15-8330,BANK ST @ CAHILL DR/DAZE ST,371307.53572,5024316.36714,-75.65114476600,45.35563783670,2015-08-03,1:33:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,04 - Sideswipe,0
15-8331,ELEANOR DR btwn TRILLIUM AVE & GREENCREST PL,365109.78641,5025153.47813,-75.73013877140,45.36373050300,2015-08-03,1:50:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,01 - Approaching,0
15-8332,CUMBERLAND ST btwn BESSERER ST & DALY AVE,368442.45905,5032211.11814,-75.68669055610,45.42693833800,2015-08-03,2:05:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,06 - SMV unattended vehicle,0
15-8333,BANK ST @ SLATER ST,367423.98168,5031356.37870,-75.69981340970,45.41933959730,2015-08-03,8:33:00 PM,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,00 - Unknown,03 - P.D. only,04 - Sideswipe,0
15-8334,MEADOWLANDS DR/TALLWOOD DR @ WOODROFFE AVE,363056.83700,5022730.43687,-75.75662814140,45.34210182080,2015-08-03,11:44:00 PM,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,01 - Functioning,02 - Non-fatal injury,03 - Rear end,0
15-8335,RENAUD RD @ RENAUD RD N,379763.56150,5032027.73969,-75.54206090930,45.42416674330,2015-08-04,12:24:00 AM,01 - Clear,07 - Dark,01 - Dry,02 - Stop sign,00 - Unknown,03 - P.D. only,07 - SMV other,0
15-8336,ELWOOD ST @ MONTREAL RD,374392.23260,5034399.97811,-75.61035568980,45.44606583490,2015-08-04,12:39:00 AM,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,07 - SMV other,0
15-8337,EAGLESON RD @ HAZELDEAN RD/ROBERTSON RD,353672.90418,5018423.37892,-75.87678674810,45.30406267030,2015-08-04,2:52:00 AM,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,07 - SMV other,0
15-8338,CONROY RD @ LYNCH ST,374945.02998,5022624.13374,-75.60496391380,45.34005738960,2015-08-04,6:28:00 AM,01 - Clear,01 - Daylight,01 - Dry,02 - Stop sign,01 - Functioning,02 - Non-fatal injury,07 - SMV other,0
15-8339,STAFFORD RD    W btwn MOODIE DR & END,357041.39555,5021077.48350,-75.83355565010,45.32770216980,2015-08-04,7:33:00 AM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,99 - Other,0
15-8340,BRONSON AVE @ CARLING AVE/GLEBE AVE,367447.70700,5029334.48092,-75.69976724390,45.40114504810,2015-08-04,9:56:00 AM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,04 - Sideswipe,0
15-8341,FALLOWFIELD RD @ GREENBANK RD,363080.67570,5016732.09494,-75.75702962630,45.28812694480,2015-08-04,10:25:00 AM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
15-8342,BANK ST @ HERON RD,369995.72000,5026850.46112,-75.66755167060,45.37856203880,2015-08-04,10:20:00 AM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
15-8343,HERON RD btwn WILDWOOD AVE & BANK ST,369966.89117,5026848.29896,-75.66792001600,45.37854526700,2015-08-04,12:39:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,02 - Angle,0
15-8344,CAMPEAU DR @ HERLIHEY WAY,350508.58490,5019176.40302,-75.91706561960,45.31105162400,2015-08-04,9:30:00 AM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,02 - Angle,0
15-8345,HUNT CLUB RD @ RIVERSIDE DR,368036.88318,5021945.58859,-75.69318788880,45.33460867480,2015-08-04,8:25:00 AM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
15-8346,HOLLAND AVE btwn INGLEWOOD PL & CARLING AVE,365399.40140,5028074.94320,-75.72608362720,45.38999230820,2015-07-16,12:00:00 AM,01 - Clear,00 - Unknown,01 - Dry,10 - No control,,03 - P.D. only,06 - SMV unattended vehicle,0
15-8347,RIDEAU ST @ NICHOLAS ST,368141.43502,5032184.21674,-75.69054052180,45.42672361370,2015-08-03,5:15:00 PM,01 - Clear,01 - Daylight,01 - Dry,02 - Stop sign,01 - Functioning,02 - Non-fatal injury,03 - Rear end,0
15-8348,WEST HUNT CLUB RD @ CLEOPATRA DR/LANCELOT DR,365234.97928,5021731.41292,-75.72895899580,45.33292846230,2015-08-04,12:22:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
15-8349,DYNES RD btwn CLAYMOR AVE & MORLEY BLVD,366940.97825,5025793.77158,-75.70668508930,45.36933178550,2015-08-04,12:00:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,06 - SMV unattended vehicle,0
15-8350,ALTA VISTA DR @ RIDGEMONT AVE,370518.44382,5026672.44392,-75.66090170660,45.37691146420,2015-08-04,1:04:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,00 - Unknown,03 - P.D. only,03 - Rear end,0
15-8351,RICHMOND RD btwn ROOSEVELT AVE & WINSTON AVE,362990.14846,5028126.07873,-75.75684356570,45.39065674160,2015-08-04,1:30:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,03 - Rear end,0
15-8352,KNOXDALE RD @ WEST HUNT CLUB RD,361862.96498,5020584.83746,-75.77210835980,45.32289390590,2015-08-04,1:54:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,02 - Non-fatal injury,05 - Turning movement,0
15-8353,BASELINE RD @ FISHER AVE,366166.69360,5026026.73090,-75.71654002140,45.37149613050,2015-08-04,2:16:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
15-8354,MERIVALE RD @ WOODFIELD DR/ROYDON PL,365461.98038,5022299.57998,-75.72599349300,45.33802117120,2015-08-04,3:00:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
15-8355,KELLY AVE @ PINECREST RD,360277.68250,5023951.71060,-75.79195106520,45.35331611740,2015-07-31,6:00:00 PM,01 - Clear,01 - Daylight,01 - Dry,02 - Stop sign,01 - Functioning,03 - P.D. only,02 - Angle,0
15-8356,MEADOWLANDS DR btwn DEER PARK RD & HOGAN ST,366042.35552,5024888.44775,-75.71826837110,45.36126495520,2015-08-04,4:00:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,03 - Rear end,0
15-8357,CHRYSLER ST @ THIRD AVE,367723.70400,5029186.75600,-75.69626098130,45.39979111040,2015-08-04,4:23:00 PM,01 - Clear,01 - Daylight,01 - Dry,02 - Stop sign,01 - Functioning,03 - P.D. only,07 - SMV other,0
15-8358,CARP RD @ RIVINGTON ST,341349.88530,5022643.95698,-76.03360871940,45.34279050200,2015-08-04,4:23:00 PM,01 - Clear,01 - Daylight,01 - Dry,02 - Stop sign,01 - Functioning,03 - P.D. only,02 - Angle,0
15-8359,WIGGINS PRIV btwn CHAPEL CRES & GOULBURN CRES (2),369786.39148,5031388.45981,-75.66962629140,45.41941280570,2015-08-04,4:32:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,02 - Angle,0
15-8360,BASELINE RD/HWY 416 RICHMOND IC75R53 @ RICHMON,358635.21900,5021822.29831,-75.81314365900,45.33428361160,2015-08-04,5:03:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
15-8361,ST. LAURENT BLVD @ WALKLEY RD,373903.47212,5028046.13308,-75.61749413380,45.38894563450,2015-08-04,5:26:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,04 - Sideswipe,0
15-8362,WOODBURY CRES btwn BLOHM DR & BLOHM DR,374113.89522,5025682.70230,-75.61513895070,45.36765974900,2015-08-04,5:28:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,01 - Approaching,0
15-8363,REGIONAL ROAD 174 btwn QUIGLEY HILL RD & REGIONAL ROAD 174 DIVIDED,388315.38822,5042390.32946,-75.43103643600,45.51642941140,2015-08-02,10:30:00 PM,01 - Clear,07 - Dark,01 - Dry,10 - No control,,03 - P.D. only,07 - SMV other,0
15-8364,TENTH LINE RD btwn VANGUARD DR & LAKEPOINTE DR,384249.63088,5035454.47570,-75.48419031950,45.45450236460,2015-08-04,5:30:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,03 - Rear end,0
15-8365,KINBURN SIDE RD @ STONECREST RD,334900.29682,5033075.81150,-76.11526968610,45.43696696730,2015-08-04,6:35:00 PM,01 - Clear,01 - Daylight,01 - Dry,02 - Stop sign,00 - Unknown,03 - P.D. only,03 - Rear end,0
15-8366,LYON ST    N btwn FLORA ST & ARLINGTON AVE,367690.85664,5030189.75089,-75.69655258440,45.40881870960,2015-07-31,1:30:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,04 - Sideswipe,0
15-8367,KING EDWARD AVE @ RIDEAU ST,368510.98648,5032412.50812,-75.68578885660,45.42874413400,2015-08-04,7:30:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,02 - Non-fatal injury,02 - Angle,0
15-8368,KANATA RD @ LORD BYNG WAY/MARITIME WAY,351429.01756,5019332.10683,-75.90531306010,45.31239217310,2015-08-04,8:02:00 PM,01 - Clear,05 - Dusk,02 - Wet,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
15-8369,RIVERSIDE DR RAMP 42A @ RIVERSIDE DR,368441.47619,5027267.09044,-75.68734121990,45.38245365540,2015-08-04,7:20:00 PM,02 - Rain,01 - Daylight,02 - Wet,03 - Yield sign,01 - Functioning,03 - P.D. only,03 - Rear end,0
15-8370,GREGG ST @ CLEMENTINE BLVD,369548.51045,5026594.63132,-75.67329478840,45.37630163300,2015-08-04,9:57:00 PM,01 - Clear,07 - Dark,01 - Dry,02 - Stop sign,01 - Functioning,03 - P.D. only,03 - Rear end,0
15-8371,WEST HUNT CLUB RD @ CLEOPATRA DR/LANCELOT DR,365236.42202,5021731.04996,-75.72894063560,45.33292507280,2015-08-04,10:05:00 PM,02 - Rain,07 - Dark,02 - Wet,01 - Traffic signal,01 - Functioning,02 - Non-fatal injury,07 - SMV other,0
15-8372,AVIATION PKWY @ OGILVIE RD,373109.99348,5032375.50452,-75.62702641400,45.42797714250,2015-08-04,10:25:00 PM,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,01 - Functioning,02 - Non-fatal injury,05 - Turning movement,0
15-8373,BRIDGE ST/MAPLE AVE @ MANOTICK MAIN ST,368700.18996,5009932.39510,-75.68627258670,45.22645541110,2015-08-04,11:09:00 PM,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,05 - Turning movement,0
15-8374,MARCH VALLEY RD btwn RIDDELL DR & KLONDIKE RD,348511.75086,5026917.57963,-75.94184642250,45.38083580980,2015-08-05,5:45:00 AM,01 - Clear,03 - Dawn,01 - Dry,10 - No control,,02 - Non-fatal injury,07 - SMV other,0
15-8375,EAGLESON RD btwn AKINS RD & RUSHMORE RD,356739.30808,5010557.73113,-75.83851001880,45.23306595560,2015-08-05,6:02:00 AM,01 - Clear,03 - Dawn,01 - Dry,10 - No control,,02 - Non-fatal injury,07 - SMV other,0
15-8376,BANK ST @ RIDEAU RD,376954.75250,5017845.55368,-75.58001963700,45.29685801470,2015-08-05,6:23:00 AM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
15-8377,HERON RD @ WALKLEY RD,372268.61654,5027083.81496,-75.63850166010,45.38044647960,2015-08-04,6:00:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,04 - Sideswipe,0
15-8378,GLADSTONE AVE @ ROCHESTER ST,366663.41872,5029787.20524,-75.70972762010,45.40528828370,2015-08-05,7:58:00 AM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,04 - Sideswipe,0
15-8379,BASELINE RD btwn SOUTHWOOD DR & COBDEN RD,361596.20392,5023182.64554,-75.77521274610,45.34629055380,2015-08-05,8:00:00 AM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,03 - Rear end,0
15-8380,ALTA VISTA DR btwn DORION AVE & DALE AVE,370679.20379,5030151.49604,-75.65838481510,45.40819960230,2015-08-05,8:47:00 AM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,05 - Turning movement,0
15-8381,HOLLAND AVE @ KENILWORTH ST,365215.41802,5028498.35280,-75.72838122610,45.39381795380,2015-08-05,9:40:00 AM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
15-8382,INDUSTRIAL AVE/INNES RD @ ST. LAURENT BLVD,373100.44812,5030004.48562,-75.62747702150,45.40664478370,2015-08-05,10:11:00 AM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
15-8383,ALBERT ST btwn O'CONNOR ST & METCALFE ST,367557.44124,5031531.02345,-75.69808603480,45.42089903650,2015-08-05,10:58:00 AM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,04 - Sideswipe,0
15-8384,SOMERSET ST    W btwn BAYSWATER AVE & BREEZEHILL AVE N,365841.11222,5029924.59991,-75.72021415510,45.40659671860,2015-08-05,10:59:00 AM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,04 - Sideswipe,0
15-8385,DICKINSON AVE btwn FIELDING CRT & NOBLE CRES,368636.12501,5024356.07926,-75.68523210030,45.35624345300,2015-08-05,12:14:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,02 - Angle,0
15-8386,HEATHERINGTON RD @ FAIRLEA CRES S/ANGELA PRIV,371873.86744,5026501.89617,-75.64362063890,45.37524849900,2015-07-09,12:17:00 PM,01 - Clear,01 - Daylight,01 - Dry,02 - Stop sign,,03 - P.D. only,04 - Sideswipe,0
15-8387,TOTEM DR btwn COVEHEAD CRES & RAINFOREST DR,368231.03210,5015758.88388,-75.69150284700,45.27892415620,2015-08-05,1:02:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,06 - SMV unattended vehicle,0
15-8388,WISTERIA CRES btwn VINTAGE LANE & TO BE DETERMINED,369739.40183,5022745.16468,-75.67136350620,45.34164756370,2015-08-04,12:00:00 AM,01 - Clear,00 - Unknown,01 - Dry,10 - No control,,03 - P.D. only,06 - SMV unattended vehicle,0
15-8389,HUNT CLUB RD btwn NORTH BOWESVILLE RD & BILLY BISHOP PRIV,368691.48041,5022330.87271,-75.68478726720,45.33801607940,2015-08-05,3:31:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,03 - Rear end,0
15-8390,ROBERTSON RD @ VANIER RD,357397.09524,5020644.40192,-75.82906429990,45.32377869540,2015-08-05,3:33:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,02 - Angle,0
15-8391,OLD INNES RD @ BANTREE ST,373728.78626,5030353.58243,-75.61940228210,45.40972419300,2015-08-05,4:10:00 PM,01 - Clear,01 - Daylight,01 - Dry,02 - Stop sign,01 - Functioning,03 - P.D. only,04 - Sideswipe,0
15-8392,BANTREE ST @ INNES RD,373705.72320,5030406.91576,-75.61968943420,45.41020633210,2015-08-05,4:14:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,05 - Turning movement,0
15-8393,COLDREY AVE @ KIRKWOOD AVE,364439.41622,5027135.45862,-75.73845604070,45.38162140280,2015-08-05,5:06:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
15-8394,FISHER AVE btwn ARNOT RD & DEER PARK RD,366392.57436,5025486.87875,-75.71372381270,45.36661883670,2015-08-05,1:20:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,02 - Angle,0
15-8395,ISABELLA ST/HWY417 IC119AR75 @ METCALFE ST,368449.24704,5030400.01515,-75.68683777260,45.41064204020,2015-08-04,1:00:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,00 - Unknown,03 - P.D. only,04 - Sideswipe,0
15-8396,CARP RD btwn WESTBROOK RD & LLOYDALEX CRES,347770.71825,5015410.36863,-75.95230704490,45.27733639980,2015-08-05,5:17:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,03 - Rear end,0
15-8397,FISHER AVE @ 220 S OF TRENT ST,365871.54928,5026727.32892,-75.72022110040,45.37782575300,2015-08-05,5:35:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
15-8398,CARLING AVE @ 640 W OF RANGE RD/D.N.D. ENTRANC,353356.10000,5022977.16892,-75.88037975930,45.34506049040,2015-08-05,5:15:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,02 - Non-fatal injury,03 - Rear end,0
15-8399,LAURIER AVE   W btwn KENT ST & BANK ST,367444.33924,5031243.26847,-75.69956769510,45.41832004500,2015-08-05,9:40:00 AM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,06 - SMV unattended vehicle,0
15-8400,BARNSDALE RD btwn TWIN ELM RD & MOODIE DR,361540.05174,5008617.15445,-75.77759445580,45.21523388000,2015-08-05,6:30:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,07 - SMV other,0
15-8401,HERON RD @ KALADAR AVE,369687.16484,5026802.73580,-75.67149729890,45.37816126570,2015-08-06,7:43:00 AM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
15-8402,MCKINLEY DR @ BANCHORY CRES S,349983.51715,5023534.22300,-75.92336383500,45.35029834320,2015-08-06,7:47:00 AM,01 - Clear,01 - Daylight,01 - Dry,02 - Stop sign,00 - Unknown,03 - P.D. only,05 - Turning movement,0
15-8403,EARL MULLIGAN DR @ WOODROFFE AVE,365250.70120,5017504.65820,-75.72927414840,45.29489513500,2015-08-06,7:48:00 AM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,02 - Non-fatal injury,03 - Rear end,0
15-8404,BANK ST @ HERON RD,369994.99928,5026850.46112,-75.66756087190,45.37856210590,2015-08-06,8:32:00 AM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,04 - Sideswipe,0
15-8405,BOURASSA ST @ ST. LAURENT BLVD,373236.01128,5029694.63768,-75.62578843900,45.40384367480,2015-08-06,10:21:00 AM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,02 - Non-fatal injury,05 - Turning movement,0
15-8406,BASELINE RD @ WOODROFFE AVE,362550.78789,5023769.84608,-75.76296354940,45.35149619630,2015-08-06,10:41:00 AM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,02 - Non-fatal injury,03 - Rear end,0
15-8407,MAITLAND AVE/GLENMOUNT AVE @ ERINDALE DR,363697.49690,5025211.52900,-75.74815830800,45.36437292260,2015-08-06,11:02:00 AM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,02 - Angle,0
15-8408,CITY PARK DR btwn OGILVIE RD & WILBURY RD,373848.92253,5032756.87474,-75.61753085270,45.43133595450,2015-08-06,11:27:00 AM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,04 - Sideswipe,0
15-8409,MONTREAL RD btwn PALACE ST & VANIER PKWY,369984.06115,5033018.38489,-75.66688508880,45.43405982860,2015-08-06,11:33:00 AM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,06 - SMV unattended vehicle,0
15-8410,TOPLEY CRES btwn KARSH DR & KEYS WAY (1),374167.30793,5026387.75013,-75.61435815840,45.37399817660,2015-08-06,11:45:00 AM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,01 - Approaching,0
15-8411,JOCKVALE RD @ LAMING ST/WEYBRIDGE DR W,361915.67490,5015397.79676,-75.77203357060,45.27621650180,2015-08-06,12:25:00 PM,01 - Clear,01 - Daylight,01 - Dry,02 - Stop sign,01 - Functioning,03 - P.D. only,03 - Rear end,0
15-8412,BASELINE RD @ LOBLAWS SC,364741.93038,5025129.13624,-75.73483702520,45.36354303050,2015-08-06,12:34:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,02 - Non-fatal injury,03 - Rear end,0
15-8413,BOLTON ST btwn DALHOUSIE ST & CUMBERLAND ST,367866.41611,5033078.30060,-75.69394021200,45.43479312120,2015-08-06,1:16:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,06 - SMV unattended vehicle,0
15-8414,HAZELDEAN RD @ TERRY FOX DR,352207.61100,5017240.64920,-75.89558376890,45.29352059320,2015-08-06,1:32:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
15-8415,ALBION RD @ RIDEAU RD,375094.19364,5016672.65790,-75.60390521250,45.28649329970,2015-08-06,1:30:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,02 - Angle,0
15-8416,KENT ST btwn LAURIER AVE W & GLOUCESTER ST,367322.46477,5031156.30031,-75.70113581660,45.41754843370,2015-08-05,3:00:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,06 - SMV unattended vehicle,0
15-8417,ROSEMOUNT AVE btwn WELLINGTON ST W & GLADSTONE AVE,365379.90810,5029394.52919,-75.72617050780,45.40186733630,2015-08-06,2:16:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,06 - SMV unattended vehicle,0
15-8418,ANDERSON RD btwn NINTH LINE RD & MITCH OWENS RD,382700.08969,5019325.82986,-75.50654404970,45.30956315000,2015-08-06,2:28:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,02 - Non-fatal injury,07 - SMV other,0
15-8419,CAMPEAU DR @ KANATA AVE,350596.30854,5019401.58374,-75.91592610160,45.31307214410,2015-08-06,4:21:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,02 - Non-fatal injury,07 - SMV other,0
15-8420,COLONEL BY DR @ HOG'S BACK RD,367601.98868,5025873.17744,-75.69823711540,45.36998733950,2015-08-06,4:41:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
15-8421,WEST HUNT CLUB RD @ WOODROFFE AVE,363670.69100,5021246.84936,-75.74897236730,45.32870137170,2015-08-06,5:16:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,02 - Non-fatal injury,03 - Rear end,0
15-8422,COBOURG ST @ RIDEAU ST,369128.70620,5032788.29732,-75.67784626920,45.43206879900,2015-08-06,5:34:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,00 - Unknown,03 - P.D. only,05 - Turning movement,0
15-8423,DUNELM ST btwn ELSETT DR & VALLEY DR,373387.10405,5028468.53275,-75.62402907180,45.39279695640,2015-08-06,5:39:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,06 - SMV unattended vehicle,0
15-8424,BRONSON AVE @ FLORA ST,367192.42462,5029939.47932,-75.70295123610,45.40661144920,2015-08-06,5:50:00 PM,01 - Clear,01 - Daylight,01 - Dry,02 - Stop sign,00 - Unknown,02 - Non-fatal injury,07 - SMV other,0
15-8425,ST. CHARLES ST @ ALICE ST,369637.60710,5033567.19400,-75.67124035330,45.43902999850,2015-08-06,6:00:00 PM,01 - Clear,01 - Daylight,01 - Dry,02 - Stop sign,01 - Functioning,03 - P.D. only,02 - Angle,0
15-8426,MARCH RD @ MARCHURST RD,345133.57900,5024451.87086,-75.98518166100,45.35885131890,2015-08-06,6:59:00 PM,01 - Clear,01 - Daylight,01 - Dry,02 - Stop sign,01 - Functioning,02 - Non-fatal injury,02 - Angle,0
15-8427,LOCKHART AVE btwn PRINCE CHARLES RD & NEEPAWA AVE,361834.79763,5026485.31183,-75.77178711220,45.37598834410,2015-08-06,6:59:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,06 - SMV unattended vehicle,0
15-8428,JOHN SUTHERLAND DR @ RICHMOND RD,358787.38562,5022150.13364,-75.81116661860,45.33722179700,2015-08-06,7:54:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,05 - Turning movement,0
