"date_time","year","month","day","time","temp_c","temp_flag","dew_point_temp_c","dew_point_temp_flag","rel_hum_percent","rel_hum_flag","wind_dir_10s_deg","wind_dir_flag","wind_spd_km_h","wind_spd_flag","visibility_km","visibility_flag","stn_press_kpa","stn_press_flag","hmdx","hmdx_flag","wind_chill","wind_chill_flag","weather","station_name","province"
"2010-03-30 11:00","2010","03","30","11:00","7.3","","-2.0","","52","","14","","19","","","","96.35","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-30 12:00","2010","03","30","12:00","9.1","","-1.3","","48","","16","","20","","","","96.33","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-30 13:00","2010","03","30","13:00","9.4","","-1.6","","46","","16","","26","","","","96.23","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-30 14:00","2010","03","30","14:00","9.7","","-0.9","","48","","15","","26","","","","96.19","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-30 15:00","2010","03","30","15:00","9.6","","-1.5","","46","","15","","30","","","","96.11","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-30 16:00","2010","03","30","16:00","7.4","","-0.6","","57","","15","","32","","","","96.09","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-30 17:00","2010","03","30","17:00","6.0","","-0.6","","63","","16","","28","","","","96.08","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-30 18:00","2010","03","30","18:00","5.7","","-0.9","","62","","16","","26","","","","96.08","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-30 19:00","2010","03","30","19:00","5.1","","-0.8","","66","","16","","20","","","","96.05","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-30 20:00","2010","03","30","20:00","4.5","","-0.8","","68","","17","","20","","","","96.02","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-30 21:00","2010","03","30","21:00","3.8","","-1.0","","71","","16","","15","","","","96.04","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-30 22:00","2010","03","30","22:00","3.5","","-0.7","","74","","15","","17","","","","96.00","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-30 23:00","2010","03","30","23:00","2.7","","-0.7","","78","","16","","15","","","","95.95","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-31 00:00","2010","03","31","00:00","2.5","","-0.6","","80","","16","","13","","","","95.91","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-31 01:00","2010","03","31","01:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-31 02:00","2010","03","31","02:00","3.0","","-0.1","","80","","16","","15","","","","95.75","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-31 03:00","2010","03","31","03:00","3.2","","0.2","","81","","15","","15","","","","95.70","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-31 04:00","2010","03","31","04:00","3.6","","0.4","","80","","15","","17","","","","95.69","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-31 05:00","2010","03","31","05:00","3.5","","0.5","","81","","16","","11","","","","95.70","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-31 06:00","2010","03","31","06:00","3.0","","0.3","","82","","14","","11","","","","95.61","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-31 07:00","2010","03","31","07:00","2.7","","0.3","","84","","15","","9","","","","95.61","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-31 08:00","2010","03","31","08:00","4.5","","1.2","","79","","14","","9","","","","95.47","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-31 09:00","2010","03","31","09:00","5.4","","1.4","","75","","16","","7","","","","95.47","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-31 10:00","2010","03","31","10:00","11.1","","3.3","","59","","19","","17","","","","95.52","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-31 11:00","2010","03","31","11:00","11.8","","2.4","","52","","16","","15","","","","95.50","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-31 12:00","2010","03","31","12:00","10.8","","3.4","","60","","16","","20","","","","95.44","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-31 13:00","2010","03","31","13:00","14.9","","4.3","","49","","17","","15","","","","95.40","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-31 14:00","2010","03","31","14:00","17.6","","4.1","","41","","22","","11","","","","95.46","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-31 15:00","2010","03","31","15:00","16.3","","4.5","","45","","28","","39","","","","95.64","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-31 16:00","2010","03","31","16:00","14.4","","3.3","","47","","28","","37","","","","95.82","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-31 17:00","2010","03","31","17:00","13.9","","2.6","","46","","29","","30","","","","95.96","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-31 18:00","2010","03","31","18:00","13.5","","1.1","","43","","28","","22","","","","96.13","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-31 19:00","2010","03","31","19:00","11.9","","0.1","","44","","28","","17","","","","96.23","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-31 20:00","2010","03","31","20:00","9.2","","-0.3","","51","","24","","7","","","","96.31","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-31 21:00","2010","03","31","21:00","6.9","","-1.0","","57","","21","","6","","","","96.40","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-31 22:00","2010","03","31","22:00","7.7","","-1.1","","54","","23","","7","","","","96.49","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-31 23:00","2010","03","31","23:00","6.9","","-2.3","","52","","24","","7","","","","96.57","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-01 00:00","2010","03","01","00:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-01 01:00","2010","03","01","01:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-01 02:00","2010","03","01","02:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-01 03:00","2010","03","01","03:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-01 04:00","2010","03","01","04:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-01 05:00","2010","03","01","05:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-01 06:00","2010","03","01","06:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-01 07:00","2010","03","01","07:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-01 08:00","2010","03","01","08:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-01 09:00","2010","03","01","09:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-01 10:00","2010","03","01","10:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-01 11:00","2010","03","01","11:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-01 12:00","2010","03","01","12:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-01 13:00","2010","03","01","13:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-01 14:00","2010","03","01","14:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-01 15:00","2010","03","01","15:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-01 16:00","2010","03","01","16:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-01 17:00","2010","03","01","17:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-01 18:00","2010","03","01","18:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-01 19:00","2010","03","01","19:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-01 20:00","2010","03","01","20:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-01 21:00","2010","03","01","21:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-01 22:00","2010","03","01","22:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-01 23:00","2010","03","01","23:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-02 00:00","2010","03","02","00:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-02 01:00","2010","03","02","01:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-02 02:00","2010","03","02","02:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-02 03:00","2010","03","02","03:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-02 04:00","2010","03","02","04:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-02 05:00","2010","03","02","05:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-02 06:00","2010","03","02","06:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-02 07:00","2010","03","02","07:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-02 08:00","2010","03","02","08:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-02 09:00","2010","03","02","09:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-02 10:00","2010","03","02","10:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-02 11:00","2010","03","02","11:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-02 12:00","2010","03","02","12:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-02 13:00","2010","03","02","13:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-02 14:00","2010","03","02","14:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-02 15:00","2010","03","02","15:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-02 16:00","2010","03","02","16:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-02 17:00","2010","03","02","17:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-02 18:00","2010","03","02","18:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-02 19:00","2010","03","02","19:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-02 20:00","2010","03","02","20:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-02 21:00","2010","03","02","21:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-02 22:00","2010","03","02","22:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-02 23:00","2010","03","02","23:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-03 00:00","2010","03","03","00:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-03 01:00","2010","03","03","01:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-03 02:00","2010","03","03","02:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-03 03:00","2010","03","03","03:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-03 04:00","2010","03","03","04:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-03 05:00","2010","03","03","05:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-03 06:00","2010","03","03","06:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-03 07:00","2010","03","03","07:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-03 08:00","2010","03","03","08:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-03 09:00","2010","03","03","09:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-03 10:00","2010","03","03","10:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-03 11:00","2010","03","03","11:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-03 12:00","2010","03","03","12:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-03 13:00","2010","03","03","13:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-03 14:00","2010","03","03","14:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-03 15:00","2010","03","03","15:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-03 16:00","2010","03","03","16:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-03 17:00","2010","03","03","17:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-03 18:00","2010","03","03","18:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-03 19:00","2010","03","03","19:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-03 20:00","2010","03","03","20:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-03 21:00","2010","03","03","21:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-03 22:00","2010","03","03","22:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-03 23:00","2010","03","03","23:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-04 00:00","2010","03","04","00:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-04 01:00","2010","03","04","01:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-04 02:00","2010","03","04","02:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-04 03:00","2010","03","04","03:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-04 04:00","2010","03","04","04:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-04 05:00","2010","03","04","05:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-04 06:00","2010","03","04","06:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-04 07:00","2010","03","04","07:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-04 08:00","2010","03","04","08:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-04 09:00","2010","03","04","09:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-04 10:00","2010","03","04","10:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-04 11:00","2010","03","04","11:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-04 12:00","2010","03","04","12:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-04 13:00","2010","03","04","13:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-04 14:00","2010","03","04","14:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-04 15:00","2010","03","04","15:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-04 16:00","2010","03","04","16:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-04 17:00","2010","03","04","17:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-04 18:00","2010","03","04","18:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-04 19:00","2010","03","04","19:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-04 20:00","2010","03","04","20:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-04 21:00","2010","03","04","21:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-04 22:00","2010","03","04","22:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-04 23:00","2010","03","04","23:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-05 00:00","2010","03","05","00:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-05 01:00","2010","03","05","01:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-05 02:00","2010","03","05","02:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-05 03:00","2010","03","05","03:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-05 04:00","2010","03","05","04:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-05 05:00","2010","03","05","05:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-05 06:00","2010","03","05","06:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-05 07:00","2010","03","05","07:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-05 08:00","2010","03","05","08:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-05 09:00","2010","03","05","09:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-05 10:00","2010","03","05","10:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-05 11:00","2010","03","05","11:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-05 12:00","2010","03","05","12:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-05 13:00","2010","03","05","13:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-05 14:00","2010","03","05","14:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-05 15:00","2010","03","05","15:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-05 16:00","2010","03","05","16:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-05 17:00","2010","03","05","17:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-05 18:00","2010","03","05","18:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-05 19:00","2010","03","05","19:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-05 20:00","2010","03","05","20:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-05 21:00","2010","03","05","21:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-05 22:00","2010","03","05","22:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-05 23:00","2010","03","05","23:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-06 00:00","2010","03","06","00:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-06 01:00","2010","03","06","01:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-06 02:00","2010","03","06","02:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-06 03:00","2010","03","06","03:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-06 04:00","2010","03","06","04:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-06 05:00","2010","03","06","05:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-06 06:00","2010","03","06","06:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-06 07:00","2010","03","06","07:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-06 08:00","2010","03","06","08:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-06 09:00","2010","03","06","09:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-06 10:00","2010","03","06","10:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-06 11:00","2010","03","06","11:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-06 12:00","2010","03","06","12:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-06 13:00","2010","03","06","13:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-06 14:00","2010","03","06","14:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-06 15:00","2010","03","06","15:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-06 16:00","2010","03","06","16:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-06 17:00","2010","03","06","17:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-06 18:00","2010","03","06","18:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-06 19:00","2010","03","06","19:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-06 20:00","2010","03","06","20:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-06 21:00","2010","03","06","21:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-06 22:00","2010","03","06","22:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-06 23:00","2010","03","06","23:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-07 00:00","2010","03","07","00:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-07 01:00","2010","03","07","01:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-07 02:00","2010","03","07","02:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-07 03:00","2010","03","07","03:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-07 04:00","2010","03","07","04:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-07 05:00","2010","03","07","05:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-07 06:00","2010","03","07","06:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-07 07:00","2010","03","07","07:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-07 08:00","2010","03","07","08:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-07 09:00","2010","03","07","09:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-07 10:00","2010","03","07","10:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-07 11:00","2010","03","07","11:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-07 12:00","2010","03","07","12:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-07 13:00","2010","03","07","13:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-07 14:00","2010","03","07","14:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-07 15:00","2010","03","07","15:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-07 16:00","2010","03","07","16:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-07 17:00","2010","03","07","17:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-07 18:00","2010","03","07","18:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-07 19:00","2010","03","07","19:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-07 20:00","2010","03","07","20:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-07 21:00","2010","03","07","21:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-07 22:00","2010","03","07","22:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-07 23:00","2010","03","07","23:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-08 00:00","2010","03","08","00:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-08 01:00","2010","03","08","01:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
